W	1177.0	1321.9
W	1262.1	1354.1
W	1273.7	1416.3
W	1224.2	1503.8
W	1223.0	1576.3
W	1104.4	1547.5
W	1104.4	1620.1
W	1029.6	1656.9
W	1028.5	1740.9
W	1031.9	1822.7
W	1173.5	1839.9
W	856.9	1402.5
W	830.5	1460.1
W	822.4	1533.7
W	775.2	1593.6
W	713.0	1586.7
W	738.4	1653.4
W	737.2	1788.1
W	736.1	1867.6
W	839.7	1701.8
W	950.2	1586.7
W	959.4	1485.4
P	984.7	1427.8
R	1065.3	1439.3
W	880.0	1883.7
W	874.2	1942.4
W	953.6	1938.9
W	1026.2	1966.6
W	1050.3	2032.2
W	987.0	2052.9
W	923.7	2064.4
W	1238.0	2001.1
W	1288.6	1938.9
W	1334.7	1767.4
W	1404.9	1734.0
W	1438.3	1692.6
W	1414.1	1554.4
R	757.9	1541.8
R	775.2	1723.7
R	802.8	1907.9
R	823.6	1993.0
R	1106.7	1712.2
R	1102.1	1788.1
R	1132.1	2048.3
R	1011.2	2095.5
R	1265.6	1726.0
R	1201.1	1431.3
P	897.2	1536.0
P	1029.6	1516.5
P	1297.8	1548.7
P	1178.1	1661.5
P	1183.9	1752.5
O	1200.0	1373.7
O	1112.5	1358.7
O	893.8	1666.1
O	813.2	1834.2
O	1240.3	1882.5
O	1157.4	1907.9
Y	1133.2	1412.9
Y	1355.4	1613.2
Y	1418.7	1631.6
Y	1025.0	1582.1
Y	905.3	1736.3
Y	845.4	1780.1
Y	1209.2	1948.2
G	1149.3	1481.9
G	968.6	1776.6
G	1095.2	1869.9
G	1151.6	1986.1
G	923.7	1998.8
G	1366.9	1904.4
G	1393.4	1805.4
L	1030.8	1364.5
L	838.5	1603.9
L	694.6	1722.5
L	1095.2	1936.6
D	779.8	1471.6
D	907.6	1454.3
D	930.6	1380.6
D	1309.3	1486.5
D	1372.7	1549.8
D	1256.4	1648.8
D	1337.0	1684.5
D	1327.8	1857.2
D	945.6	1886.0
D	919.1	1814.6
D	960.5	1696.0
P	1431.4	1776.6
G	1102.1	1317.3
D	696.9	1660.4
