W	1833.7	1210.4
W	1909.3	1192.2
W	1945.7	1199.4
W	1744.6	1286.8
W	1699.1	1335.0
W	1741.8	1335.9
W	1805.5	1332.3
W	1867.4	1314.1
W	1896.5	1256.8
W	1763.7	1384.1
W	1663.6	1441.5
W	1656.3	1512.4
W	1651.8	1616.2
W	1688.2	1681.7
W	1731.8	1697.2
W	1746.4	1746.3
W	1797.4	1712.6
W	1851.9	1761.8
W	1932.9	1774.5
W	1987.5	1738.1
W	2025.7	1795.4
W	2122.2	1755.4
W	2138.6	1657.1
W	2023.9	1607.1
W	1841.9	1683.5
W	1815.5	1616.2
W	1883.8	1632.5
W	1915.6	1589.8
W	1757.3	1567.9
W	1791.9	1513.4
W	1848.3	1470.6
W	1913.8	1442.4
W	2046.7	1549.7
W	2218.6	1532.5
W	2274.1	1552.5
W	2255.9	1505.2
W	2277.8	1462.4
W	2207.7	1454.2
W	2239.6	1338.7
W	2087.6	1424.2
W	2034.8	1370.5
W	2038.5	1265.9
W	2095.8	1249.5
W	2137.7	1245.8
W	2074.9	1214.0
R	1894.7	1371.4
R	1996.6	1498.8
R	2016.6	1690.8
R	2160.4	1501.5
R	2188.6	1353.2
R	2190.4	1644.4
R	1639.0	1474.2
P	2110.4	1305.0
P	2205.0	1297.7
P	2201.3	1694.4
O	1668.1	1389.6
O	1756.4	1254.9
O	1722.7	1436.0
O	1792.8	1446.0
O	2016.6	1214.0
O	2040.3	1313.2
O	2084.9	1363.2
O	2253.2	1416.9
O	2174.1	1588.9
O	2235.0	1630.7
O	2059.4	1757.2
O	1893.8	1722.6
Y	1990.3	1181.2
Y	1978.4	1285.0
Y	2098.5	1497.9
Y	2069.4	1648.9
G	1827.4	1278.6
G	1687.3	1573.4
G	1710.9	1634.4
G	1771.0	1654.4
G	1858.3	1548.8
G	1996.6	1427.8
G	2094.9	1575.2
L	1921.1	1307.7
L	1961.1	1357.8
L	2163.1	1289.5
L	1922.9	1516.1
L	1700.0	1500.6
L	1944.8	1682.6
L	1900.2	1808.2
L	2090.3	1709.9
L	2152.2	1715.4
L	2232.3	1582.5
D	1790.1	1244.0
D	1882.0	1217.6
D	1965.7	1239.5
D	1834.7	1378.7
D	1983.0	1562.5
D	2146.8	1387.8
D	1955.7	1625.3
