W	601.7	1281.1
W	573.8	1327.3
W	566.2	1397.0
W	473.9	1453.9
W	522.2	1455.0
W	491.1	1505.4
W	490.0	1634.2
W	512.6	1668.5
W	494.3	1709.3
W	580.2	1549.4
Y	582.3	1620.2
W	619.9	1717.9
W	619.9	1771.6
R	575.9	1824.2
W	690.7	1767.3
W	756.2	1795.2
W	784.1	1854.2
W	721.9	1880.0
W	669.3	1893.9
W	955.8	1827.4
W	1002.0	1768.3
W	889.3	1676.0
W	757.3	1656.7
W	747.6	1579.5
W	745.5	1504.3
W	817.4	1468.9
W	820.6	1402.4
W	678.9	1441.0
W	688.6	1349.8
W	983.7	1290.8
W	978.4	1232.8
W	903.2	1204.9
W	1117.9	1419.5
W	1141.5	1541.9
W	1109.3	1573.0
W	1039.5	1611.7
W	788.4	1301.5
R	912.9	1294.0
R	823.8	1554.8
R	822.7	1625.6
R	554.4	1744.7
R	524.4	1570.9
R	510.4	1405.6
R	856.0	1875.7
R	749.8	1919.7
O	834.5	1235.0
O	921.5	1246.8
O	624.2	1509.7
O	556.6	1669.6
O	878.5	1735.1
O	951.5	1709.3
Y	1058.8	1467.8
Y	1123.2	1483.9
Y	636.0	1580.5
Y	746.5	1436.7
Y	851.7	1282.2
Y	955.8	1639.6
Y	926.8	1773.7
G	868.9	1338.0
G	1098.6	1646.0
G	1071.7	1738.3
G	871.0	1812.3
G	814.2	1704.0
G	699.3	1614.9
G	667.1	1829.5
L	453.5	1576.2
L	579.1	1459.3
L	763.7	1240.3
L	818.4	1763.0
D	457.8	1523.7
D	526.5	1347.6
D	667.1	1258.6
D	644.6	1318.7
D	678.9	1534.4
D	654.2	1649.2
D	677.9	1717.9
D	1034.2	1683.6
D	1041.7	1523.7
D	965.5	1487.2
D	1012.7	1345.5
D	1079.2	1404.5
G	826.0	1199.5
P	1134.0	1614.9
R	977.3	1564.4
P	892.5	1590.2
P	887.1	1504.3
P	753.0	1375.5
P	711.1	1294.0
P	630.6	1395.9
W	932.2	1364.8
W	934.4	1426.0
P	1003.0	1406.7
R	734.7	1706.1
