W	1890.2	1325.9
W	1969.5	1306.4
W	2016.4	1316.2
W	2153.4	1333.8
W	2175.9	1374.9
W	2119.2	1395.4
W	2117.2	1509.9
W	1965.6	1376.8
W	1936.2	1446.3
W	1867.7	1460.9
W	1800.2	1463.9
W	1791.4	1407.1
W	1744.5	1461.9
W	1708.3	1572.5
W	1695.5	1649.8
W	1687.7	1755.4
W	1728.8	1830.8
W	1777.7	1850.3
W	1784.6	1904.1
W	1848.2	1867.0
W	1899.0	1921.7
W	1990.0	1936.4
W	2049.7	1898.3
W	2083.9	1957.0
W	2196.4	1920.8
W	2213.1	1811.2
W	2304.1	1682.0
W	2298.2	1596.9
W	2341.2	1650.7
W	2367.6	1604.8
W	2355.9	1703.6
W	2328.5	1474.6
W	2174.9	1567.6
W	2126.0	1700.6
W	2100.6	1761.3
W	1983.2	1741.7
W	1945.0	1785.8
W	1897.1	1834.7
W	1874.6	1765.2
W	1810.0	1716.3
W	1848.2	1657.6
W	1914.7	1610.6
W	1985.1	1587.1
W	1821.7	1518.7
W	2217.0	1370.0
R	1964.6	1509.9
R	2073.2	1644.9
R	2274.7	1486.4
R	2243.4	1650.7
R	2268.8	1797.5
R	2082.0	1849.3
P	2194.5	1439.4
P	2291.3	1426.7
P	1676.9	1605.7
P	2277.6	1850.3
O	2087.8	1332.8
O	2125.0	1449.2
O	2169.0	1502.0
O	2339.3	1556.8
O	1850.1	1581.3
O	1774.8	1569.5
O	1711.2	1517.7
O	1804.1	1370.9
O	1949.9	1879.7
O	2124.0	1919.8
O	2253.2	1742.7
O	2309.9	1784.8
Y	2064.4	1295.6
Y	2053.6	1414.0
Y	2178.8	1645.8
Y	2143.6	1804.3
G	1888.3	1403.2
G	2077.1	1573.5
G	1924.5	1698.7
G	1728.8	1711.4
G	1744.5	1783.8
G	1821.7	1809.2
G	2180.8	1723.1
L	1747.4	1641.0
L	1989.0	1667.4
L	2041.9	1499.1
L	1996.9	1444.3
L	2005.7	1836.6
L	1947.0	1969.7
L	2161.2	1872.8
L	2222.9	1876.7
L	2314.8	1735.9
L	2246.3	1420.8
D	1899.0	1508.9
D	1847.2	1360.2
D	1948.9	1336.7
D	2037.0	1368.0
D	2227.7	1531.4
D	2054.6	1720.2
D	2025.2	1781.8
