W	2452.5	2067.6
W	2355.3	2139.7
W	2318.2	2205.9
W	2391.4	2203.9
W	2232.1	2254.0
W	2231.1	2327.1
W	2204.0	2397.2
W	2260.1	2393.2
W	2325.3	2383.2
W	2339.3	2270.0
W	2420.4	2279.0
W	2490.6	2252.0
W	2469.5	2180.8
W	2575.7	2153.8
W	2599.8	2348.1
W	2514.6	2471.4
W	2444.5	2482.4
W	2321.2	2530.5
W	2275.2	2560.6
W	2286.2	2624.7
W	2347.3	2677.8
W	2393.4	2644.7
W	2418.4	2704.8
W	2520.6	2601.6
W	2548.7	2656.7
W	2513.6	2714.9
W	2622.8	2666.8
W	2598.8	2605.6
W	2676.9	2603.6
W	2649.9	2528.5
W	2684.9	2462.4
W	2728.0	2385.2
W	2790.2	2462.4
W	2788.1	2533.5
W	2808.2	2609.7
W	2729.0	2653.7
W	2737.0	2699.8
W	2838.2	2539.5
W	2868.3	2551.5
W	2844.3	2415.3
W	2901.4	2424.3
W	2902.4	2482.4
W	2826.2	2312.1
W	2783.1	2245.9
W	2842.3	2245.9
W	2792.2	2175.8
R	2532.7	2064.6
R	2431.5	2139.7
R	2591.8	2255.0
R	2418.4	2378.2
R	2648.9	2305.1
R	2706.0	2318.1
R	2703.0	2255.0
R	2874.3	2347.1
R	2729.0	2508.5
R	2792.2	2664.8
P	2387.4	2070.6
P	2321.2	2110.7
P	2281.2	2263.0
P	2287.2	2321.1
P	2200.0	2347.1
P	2378.4	2433.3
P	2662.9	2376.2
P	2590.8	2494.4
P	2608.8	2090.6
P	2534.7	2213.9
P	2784.1	2113.7
O	2876.3	2270.0
O	2679.9	2076.6
O	2744.1	2595.6
Y	2267.1	2169.8
Y	2633.9	2205.9
Y	2661.9	2144.8
Y	2730.0	2195.9
Y	2623.8	2425.3
Y	2567.7	2551.5
Y	2444.5	2561.6
Y	2866.3	2480.4
G	2233.1	2466.4
G	2481.6	2414.3
G	2554.7	2404.3
G	2500.6	2532.5
L	2477.5	2327.1
L	2542.7	2297.0
L	2789.2	2371.2
L	2844.3	2616.7
L	2668.9	2702.8
L	2470.5	2650.7
L	2374.3	2724.9
L	2376.4	2579.6
L	2303.2	2461.4
D	2380.4	2504.4
D	2372.3	2329.1
D	2504.6	2121.7
D	2621.8	2034.5
D	2730.0	2130.7
D	2726.0	2072.6
D	2756.1	2311.1
D	2585.8	2717.9
