W	2310.1	2125.4
W	2436.1	2149.7
W	2369.0	2186.3
W	2230.8	2208.7
W	2190.2	2264.6
W	2163.8	2383.4
W	2102.8	2421.0
W	2070.3	2469.8
W	2089.6	2555.2
W	2131.2	2600.9
W	2198.3	2635.4
W	2235.9	2591.8
W	2261.3	2664.9
W	2335.5	2647.6
W	2249.1	2758.4
W	2174.9	2712.7
W	2413.7	2662.9
W	2451.3	2718.8
W	2443.2	2773.6
W	2461.5	2609.0
W	2560.0	2735.0
W	2587.5	2792.9
W	2624.1	2743.2
W	2739.9	2613.1
W	2782.6	2562.3
W	2707.4	2299.1
W	2688.1	2225.9
W	2575.3	2296.1
W	2517.4	2177.2
W	2462.5	2197.5
W	2419.8	2258.5
W	2412.7	2388.5
W	2361.9	2460.7
W	2305.0	2407.8
W	2292.8	2481.0
W	2354.8	2532.8
W	2515.3	2466.8
W	2571.2	2484.0
W	2525.5	2536.9
R	2188.1	2206.6
R	2123.1	2341.8
R	2170.9	2461.7
R	2287.7	2721.8
R	2522.4	2704.5
R	2708.4	2519.6
R	2671.8	2345.9
R	2489.9	2132.5
R	2457.4	2334.7
P	2760.2	2367.2
P	2391.4	2323.5
O	2624.1	2197.5
O	2373.1	2130.4
O	2240.0	2154.8
O	2242.0	2519.6
O	2381.2	2589.7
O	2530.6	2601.9
O	2488.9	2392.6
O	2615.9	2437.3
O	2767.3	2439.3
O	2330.4	2772.6
Y	2573.3	2221.9
Y	2611.9	2359.1
Y	2552.9	2388.5
Y	2727.7	2374.3
Y	2729.7	2450.5
Y	2764.3	2506.4
Y	2218.6	2713.7
Y	2241.0	2446.4
Y	2237.9	2374.3
G	2290.8	2183.3
G	2314.1	2245.3
G	2114.0	2492.2
G	2608.8	2682.2
G	2679.9	2659.8
G	2493.0	2669.0
L	2263.3	2300.1
L	2152.6	2670.0
L	2517.4	2788.9
L	2727.7	2676.1
L	2647.4	2572.4
L	2593.6	2550.1
L	2677.9	2420.0
L	2647.4	2265.6
L	2444.2	2449.5
D	2561.1	2154.8
D	2499.1	2275.7
D	2327.3	2338.7
D	2420.8	2527.7
D	2309.1	2578.5
D	2160.7	2552.1
D	2584.4	2618.2
D	2372.1	2720.8
D	2637.3	2503.4
