W	871.1	1332.0
W	914.3	1319.8
W	928.7	1343.5
W	962.5	1327.7
W	819.2	1356.5
W	760.9	1401.9
W	762.4	1435.0
W	796.9	1460.9
W	753.0	1489.7
W	718.4	1493.3
W	692.5	1554.5
W	789.7	1516.3
W	783.2	1566.0
W	827.2	1558.1
W	842.3	1509.1
W	880.4	1480.3
W	928.7	1478.2
W	880.4	1536.5
W	909.2	1582.6
W	910.7	1627.9
W	913.6	1674.0
W	958.2	1643.8
W	1002.1	1672.6
W	1020.8	1712.2
W	1145.4	1627.9
W	1113.0	1612.1
W	1031.6	1579.7
W	802.7	1699.2
W	858.1	1733.1
W	824.3	1736.7
W	1020.8	1478.2
W	1066.9	1452.3
W	1082.8	1512.0
W	1148.3	1523.5
W	1010.8	1388.9
Y	856.7	1356.5
Y	947.4	1307.5
Y	1115.9	1477.5
Y	1074.8	1563.9
Y	1151.2	1579.0
Y	1113.0	1657.5
Y	1083.5	1723.0
Y	1046.0	1738.8
Y	863.9	1604.2
Y	818.5	1609.9
Y	777.5	1717.9
Y	724.9	1447.9
R	878.3	1411.9
R	959.6	1442.2
R	993.5	1548.0
R	1158.4	1409.8
R	1165.6	1491.9
R	1180.7	1587.6
R	1116.6	1566.0
R	1067.6	1697.8
R	1000.0	1775.5
R	893.4	1774.1
R	778.2	1617.1
R	745.1	1564.6
R	718.4	1591.2
P	896.3	1372.3
P	1033.1	1337.8
P	1070.5	1355.1
P	1046.8	1414.8
P	1145.4	1468.8
P	1012.2	1625.1
P	1047.5	1653.9
P	972.6	1737.4
P	838.0	1688.4
P	745.8	1682.7
O	797.6	1404.0
O	1120.2	1375.9
O	1136.0	1436.4
O	1070.5	1613.5
O	891.2	1710.0
O	807.0	1652.4
O	750.1	1633.7
L	840.1	1402.6
L	970.4	1365.9
L	971.9	1406.2
L	1113.0	1401.9
L	1176.4	1452.3
L	717.0	1537.9
D	817.1	1334.2
D	1002.1	1342.1
D	935.2	1393.9
D	978.4	1482.5
D	930.1	1530.0
D	722.0	1640.9
D	850.9	1767.6
D	925.8	1745.3
D	958.9	1694.2
G	773.9	1369.5
G	843.7	1463.1
G	904.2	1436.4
G	1010.8	1435.7
G	1040.3	1371.6
G	1100.0	1434.3
G	1040.3	1528.6
G	958.2	1594.8
G	875.4	1650.3
G	952.4	1770.5
G	1137.5	1673.3
G	1114.4	1524.3
G	1176.4	1541.5
